epoch,qre,max_grad
1,46.10131956455831,0.16548166379109774
2,44.40270886431094,0.1654896982878546
3,42.70428739002497,0.16549887250784306
4,41.00607828763653,0.16550927104546925
5,39.30810761603614,0.16552098238665464
6,37.61040485688167,0.1655340980769932
7,35.91300353979909,0.16554871132468268
8,34.215942015352724,0.16556491476347945
9,32.51926441918255,0.1655827969639539
10,30.823021886179333,0.16560243706931804
11,29.127274095650563,0.1656238965989243
12,27.432091260417316,0.16564720692999135
13,25.737556719985584,0.16567235010050524
14,24.04377036891234,0.16569922913219115
15,22.350853260563312,0.16572762160966215
16,20.658953898178083,0.1657571059304196
17,18.968257003099744,0.1657869417889506
18,17.27899601513804,0.16581587151494032
19,15.591471393046703,0.16584177840935888
20,13.90607829952642,0.16586106877226892
21,12.223350407199447,0.16586745662394325
22,10.544034394030973,0.1658492014950892
23,8.869234430988907,0.1657812831473775
24,7.200763961042433,0.16560041502060213
25,5.542291282265605,0.16508007398150132
26,3.904047274528139,0.16324857561241946
27,2.3240461922502558,0.15803587523528362
28,0.95244323213862,0.13895888420062807
29,0.17756101518710388,0.07690293678097931
30,0.04245539524212205,0.02703675946766493
31,0.016143649114385816,0.01602151548040172
32,0.006006885592249489,0.010185803800764327
33,0.002191788068236278,0.006055577807173831
34,0.000797832138196064,0.0036544270663720936
35,0.0002918784588699097,0.002162185243435987
36,0.00010904060366545565,0.0012856707023331249
37,4.2224192880802036e-5,0.0007592585813008361
38,1.7416982070805886e-5,0.000449270831525031
39,7.894658168083879e-6,0.0002651689922649504
40,4.081129992172805e-6,0.00015663826160383296
41,2.4588969980143816e-6,9.243856544576684e-5
42,1.722592047670446e-6,5.457114219566822e-5
43,1.3646652083920685e-6,3.220422607445525e-5
44,1.180318229820898e-6,1.9007727286957793e-5
45,1.080788376128794e-6,1.1217284596517357e-5
46,1.0252813620326151e-6,6.620275319529911e-6
47,9.936216738282155e-7,3.907001480247391e-6
48,9.753130845169267e-7,2.305825422200397e-6
49,9.646307317368041e-7,1.3608294855416148e-6
50,9.583656170875088e-7,8.031374064756958e-7
