beta,alpha,tvd
0.5,6.103515625e-5,0.0077480000000000005
0.5,6.541586075050616e-5,0.007548999999999994
0.5,7.011098358136196e-5,0.008675999999999996
0.5,7.514309163482159e-5,0.008692000000000005
0.5,8.053637150713468e-5,0.008057999999999996
0.5,8.631674575031098e-5,0.0075870000000000035
0.5,9.251199746767564e-5,0.008667000000000001
0.5,9.915190385207948e-5,0.008680000000000007
0.5,0.00010626837930860896,0.008356999999999996
0.5,0.00011389562884970796,0.009171000000000004
0.5,0.0001220703125,0.009467000000000003
0.5,0.00013083172150101232,0.009954999999999992
0.5,0.00014022196716272393,0.011164000000000006
0.5,0.00015028618326964319,0.011044000000000009
0.5,0.00016107274301426937,0.013121000000000008
0.5,0.00017263349150062197,0.014174000000000008
0.5,0.0001850239949353513,0.016167000000000008
0.5,0.00019830380770415897,0.017855000000000006
0.5,0.0002125367586172179,0.019554000000000002
0.5,0.00022779125769941593,0.02231
0.5,0.000244140625,0.02490900000000001
0.5,0.00026166344300202464,0.028846000000000004
0.5,0.00028044393432544786,0.028208000000000004
0.5,0.00030057236653928637,0.028628999999999998
0.5,0.00032214548602853873,0.029168000000000006
0.5,0.00034526698300124393,0.029311000000000007
0.5,0.0003700479898707026,0.029133
0.5,0.00039660761540831794,0.02854
0.5,0.0004250735172344358,0.028917000000000012
0.5,0.00045558251539883185,0.029161000000000003
0.5,0.00048828125,0.028818000000000007
0.5,0.0005233268860040493,0.02887800000000001
0.5,0.0005608878686508957,0.02901600000000001
0.5,0.0006011447330785727,0.029502
0.5,0.0006442909720570775,0.02873000000000001
0.5,0.0006905339660024879,0.028539000000000002
0.5,0.0007400959797414052,0.028805
0.5,0.0007932152308166359,0.02909500000000001
0.5,0.0008501470344688716,0.029229
0.5,0.0009111650307976637,0.028365000000000008
0.5,0.0009765625,0.028683000000000007
0.5,0.0010466537720080985,0.029332000000000004
0.5,0.0011217757373017914,0.028434000000000004
0.5,0.0012022894661571455,0.028962000000000005
0.5,0.001288581944114155,0.029254000000000006
0.5,0.0013810679320049757,0.029949000000000003
0.5,0.0014801919594828103,0.029212
0.5,0.0015864304616332718,0.029466000000000006
0.5,0.0017002940689377433,0.029099000000000003
0.5,0.0018223300615953274,0.028626000000000006
0.5,0.001953125,0.029647
0.5,0.002093307544016197,0.14335100000000003
0.5,0.002243551474603583,0.14351999999999998
0.5,0.002404578932314291,0.142457
0.5,0.00257716388822831,0.14273899999999998
0.5,0.0027621358640099515,0.141952
0.5,0.0029603839189656206,0.143106
0.5,0.0031728609232665435,0.141737
0.5,0.0034005881378754866,0.14241100000000004
0.5,0.003644660123190655,0.14180299999999998
0.5,0.00390625,0.14358300000000002
0.5,0.004186615088032394,0.141569
0.5,0.004487102949207168,0.14284100000000002
0.5,0.0048091578646285785,0.14229399999999998
0.5,0.00515432777645662,0.14249599999999996
0.5,0.005524271728019903,0.14186400000000002
0.5,0.005920767837931241,0.14180700000000002
0.5,0.0063457218465330905,0.141671
0.5,0.006801176275750969,0.142409
0.5,0.00728932024638131,0.14201600000000003
0.5,0.0078125,0.14204
0.5,0.008373230176064788,0.14234800000000003
0.5,0.008974205898414337,0.142501
0.5,0.009618315729257157,0.142203
0.5,0.01030865555291324,0.142483
0.5,0.011048543456039806,0.142465
0.5,0.011841535675862483,0.142459
0.5,0.012691443693066181,0.142196
0.5,0.013602352551501938,0.14312900000000003
0.5,0.01457864049276262,0.14309200000000002
0.5,0.015625,0.14336300000000002
0.5,0.016746460352129577,0.14302800000000002
0.5,0.017948411796828673,0.14256599999999997
