beta,alpha,tvd
1.0,0.017948411796828673,0.36223846464606824
1.0,0.019236631458514314,0.36223846464606824
1.0,0.02061731110582648,0.36223846464606824
1.0,0.02209708691207961,0.36223846464606824
1.0,0.023683071351724965,0.36223846464606824
1.0,0.025382887386132362,0.36223846464606824
1.0,0.027204705103003875,0.36223846464606824
1.0,0.02915728098552524,0.36223846464606824
1.0,0.03125,0.36223846464606824
1.0,0.03349292070425915,0.36223846464606824
1.0,0.03589682359365735,0.36223846464606824
1.0,0.03847326291702863,0.36223846464606824
1.0,0.04123462221165296,0.36223846464606824
1.0,0.04419417382415922,0.36223846464606824
1.0,0.04736614270344993,0.36223846464606824
1.0,0.050765774772264724,0.36223846464606824
1.0,0.05440941020600775,0.36223846464606824
1.0,0.05831456197105048,0.36223846464606824
1.0,0.0625,0.36223846464606824
1.0,0.06698584140851832,0.36223846464606824
1.0,0.0717936471873147,0.36223846464606824
1.0,0.07694652583405726,0.36223846464606824
1.0,0.08246924442330589,0.36223846464606824
1.0,0.08838834764831845,0.36223846464606824
1.0,0.09473228540689989,0.36223846464606824
1.0,0.10153154954452945,0.36223846464606824
1.0,0.1088188204120155,0.36223846464606824
1.0,0.11662912394210093,0.36223846464606824
1.0,0.125,0.36223846464606824
1.0,0.13397168281703664,0.36223846464606824
1.0,0.1435872943746294,0.36223846464606824
1.0,0.1538930516681145,0.36223846464606824
1.0,0.16493848884661177,0.36223846464606824
1.0,0.1767766952966369,0.36223846464606824
1.0,0.18946457081379978,0.36223846464606824
1.0,0.2030630990890589,0.36223846464606824
1.0,0.217637640824031,0.36223846464606824
1.0,0.23325824788420185,0.36223846464606824
1.0,0.25,0.36223846464606824
5.0,2.3283064365386963e-10,4.5539443695679275e-7
5.0,2.495417051334619e-10,5.278884096762169e-7
5.0,2.6745217735810076e-10,6.127125214864595e-7
5.0,2.8664814618996274e-10,6.44774567735954e-7
5.0,3.072218761716254e-10,6.909130072162128e-7
5.0,3.2927225399135965e-10,7.496087732406278e-7
5.0,3.529052637774496e-10,8.455466511952047e-7
5.0,3.782344965060405e-10,9.156650004578349e-7
5.0,4.053816959709509e-10,9.739932891979317e-7
5.0,4.344773439396203e-10,1.0379758967755123e-6
5.0,4.656612873077393e-10,1.1349787097048323e-6
5.0,4.990834102669238e-10,1.295909752759961e-6
5.0,5.349043547162015e-10,1.5176724356934828e-6
5.0,5.732962923799255e-10,1.5991341486497197e-6
5.0,6.144437523432508e-10,1.7249480623937761e-6
5.0,6.585445079827193e-10,1.8995156924097115e-6
5.0,7.058105275548992e-10,2.0002914353334062e-6
5.0,7.56468993012081e-10,2.065623515637504e-6
5.0,8.107633919419018e-10,2.161878720260238e-6
5.0,8.689546878792406e-10,2.4371337289706298e-6
5.0,9.313225746154785e-10,2.522767996079169e-6
5.0,9.981668205338477e-10,2.6635718943356445e-6
5.0,1.069808709432403e-9,3.0723372068004113e-6
5.0,1.146592584759851e-9,3.2852161383187434e-6
5.0,1.2288875046865017e-9,3.584382391379662e-6
5.0,1.3170890159654386e-9,3.7132231558857005e-6
5.0,1.4116210551097985e-9,3.9232320586546455e-6
5.0,1.512937986024162e-9,4.238943085745166e-6
5.0,1.6215267838838037e-9,4.5663807119133735e-6
5.0,1.7379093757584813e-9,4.744486744846134e-6
5.0,1.862645149230957e-9,5.05299957966264e-6
5.0,1.9963336410676953e-9,5.534122544629725e-6
5.0,2.139617418864806e-9,6.342355186956467e-6
5.0,2.293185169519702e-9,6.717824268999655e-6
5.0,2.4577750093730034e-9,7.365428185362887e-6
5.0,2.634178031930877e-9,7.637712067668587e-6
5.0,2.823242110219597e-9,7.982236478691842e-6
5.0,3.025875972048324e-9,8.454585707004111e-6
5.0,3.2430535677676073e-9,9.750954425762703e-6
5.0,3.4758187515169625e-9,1.0111885214506662e-5
5.0,3.725290298461914e-9,1.0628390615879534e-5
5.0,3.992667282135391e-9,1.1489733137022433e-5
5.0,4.279234837729612e-9,1.1939195939207996e-5
5.0,4.586370339039404e-9,1.2688772212957313e-5
5.0,4.915550018746007e-9,1.4427664098615161e-5
5.0,5.268356063861754e-9,1.4913524403270514e-5
5.0,5.646484220439194e-9,1.589218656527932e-5
5.0,6.051751944096648e-9,1.6872011717607614e-5
5.0,6.486107135535215e-9,1.771038148381412e-5
5.0,6.951637503033925e-9,1.8482923103199264e-5
5.0,7.450580596923828e-9,2.1120375738148922e-5
5.0,7.985334564270781e-9,2.2063941515461154e-5
5.0,8.558469675459224e-9,2.296841023865236e-5
5.0,9.172740678078808e-9,2.4553039077961373e-5
5.0,9.831100037492013e-9,2.5812488335580228e-5
5.0,1.0536712127723509e-8,2.765987165049978e-5
5.0,1.1292968440878388e-8,3.123233312689572e-5
5.0,1.2103503888193296e-8,3.3459810158872435e-5
5.0,1.297221427107043e-8,3.7011904525572636e-5
5.0,1.390327500606785e-8,3.8572769952372966e-5
5.0,1.4901161193847656e-8,4.320085884357549e-5
5.0,1.5970669128541563e-8,4.5163265258359495e-5
5.0,1.711693935091845e-8,4.751622571577536e-5
5.0,1.8345481356157615e-8,4.953890516168321e-5
5.0,1.9662200074984027e-8,5.156749188847536e-5
5.0,2.1073424255447017e-8,5.665286654704244e-5
5.0,2.2585936881756776e-8,5.9101332892336705e-5
5.0,2.4207007776386593e-8,6.295058205602804e-5
5.0,2.594442854214086e-8,6.86458459963727e-5
5.0,2.78065500121357e-8,7.537783935486219e-5
5.0,2.9802322387695312e-8,7.863120091211479e-5
5.0,3.1941338257083125e-8,8.173108277641241e-5
5.0,3.42338787018369e-8,8.754428822742915e-5
5.0,3.669096271231523e-8,9.648058164900724e-5
5.0,3.9324400149968054e-8,0.00010026491346334612
5.0,4.2146848510894035e-8,0.00010644454334563831
5.0,4.517187376351355e-8,0.00011108696076607244
5.0,4.8414015552773186e-8,0.00012243889798568448
5.0,5.188885708428172e-8,0.00013011825834668956
5.0,5.56131000242714e-8,0.0001377060791482333
5.0,5.960464477539063e-8,0.00014653325857020828
5.0,6.388267651416625e-8,0.00015430766037478674
5.0,6.84677574036738e-8,0.00016067184803285692
5.0,7.338192542463046e-8,0.00017633878052034866
5.0,7.864880029993611e-8,0.0001812666156967838
5.0,8.429369702178807e-8,0.00019216040233076658
5.0,9.03437475270271e-8,0.0002012183302719672
5.0,9.682803110554637e-8,0.00022166053278951497
5.0,1.0377771416856343e-7,0.00024454919171185824
5.0,1.112262000485428e-7,0.0002605828731582588
5.0,1.1920928955078125e-7,0.00027250088818773377
5.0,1.277653530283325e-7,0.0002878907825974856
5.0,1.369355148073476e-7,0.00030521378932852933
5.0,1.4676385084926092e-7,0.0003241222650338068
5.0,1.5729760059987222e-7,0.00035797585057509393
5.0,1.6858739404357614e-7,0.0003673794827937372
5.0,1.806874950540542e-7,0.00038921812743352753
5.0,1.9365606221109274e-7,0.00042348630110991293
5.0,2.0755542833712687e-7,0.0004367266019703297
5.0,2.224524000970856e-7,0.00045814505875516043
5.0,2.384185791015625e-7,0.0005044946038205462
5.0,2.55530706056665e-7,0.0005204091969592065
5.0,2.738710296146952e-7,0.0005594646223423378
5.0,2.9352770169852185e-7,0.0005818415238343734
5.0,3.1459520119974443e-7,0.000623033846561537
5.0,3.371747880871523e-7,0.0006501132153435243
5.0,3.613749901081084e-7,0.0007307400999909356
5.0,3.873121244221855e-7,0.000764927622703498
5.0,4.1511085667425373e-7,0.0008149253318497701
5.0,4.449048001941712e-7,0.0008449822451125257
5.0,4.76837158203125e-7,0.0009211079036180935
5.0,5.1106141211333e-7,0.0009429014682994404
5.0,5.477420592293904e-7,0.0010063682253492658
5.0,5.870554033970437e-7,0.0010556218662422017
5.0,6.291904023994889e-7,0.001159418170721171
5.0,6.743495761743046e-7,0.0012006890649367125
5.0,7.227499802162168e-7,0.001273258630059726
5.0,7.74624248844371e-7,0.0013227449482430373
5.0,8.302217133485075e-7,0.0014104357819078662
5.0,8.898096003883424e-7,0.0015462050343142387
5.0,9.5367431640625e-7,0.0015872973269164077
5.0,1.02212282422666e-6,0.001709768855227663
5.0,1.0954841184587807e-6,0.0018012343423478546
5.0,1.1741108067940874e-6,0.0019416273158857063
5.0,1.2583808047989777e-6,0.0020450939534872453
5.0,1.3486991523486091e-6,0.002145122790130358
5.0,1.4454999604324336e-6,0.002269998661143478
5.0,1.549248497688742e-6,0.002358472368582991
5.0,1.660443426697015e-6,0.002565036107630455
5.0,1.7796192007766848e-6,0.0026859243845190166
5.0,1.9073486328125e-6,0.0028228451480682734
5.0,2.04424564845332e-6,0.0029854329045719396
5.0,2.1909682369175614e-6,0.0031062411288556376
5.0,2.3482216135881748e-6,0.0033419040838194585
5.0,2.5167616095979554e-6,0.0035472378179718695
5.0,2.6973983046972182e-6,0.0036519164569380307
5.0,2.8909999208648673e-6,0.003844988270257876
5.0,3.098496995377484e-6,0.004154478918650508
5.0,3.32088685339403e-6,0.00435723168203483
5.0,3.5592384015533696e-6,0.004605380140066879
5.0,3.814697265625e-6,0.004840599211504076
5.0,4.08849129690664e-6,0.005090602731306203
5.0,4.381936473835123e-6,0.00525394962414538
5.0,4.6964432271763496e-6,0.005686606394512654
5.0,5.033523219195911e-6,0.006011620653371092
5.0,5.3947966093944364e-6,0.006357274061370741
5.0,5.781999841729735e-6,0.006603854148348133
5.0,6.196993990754968e-6,0.007043148482622406
5.0,6.64177370678806e-6,0.00731637486630897
5.0,7.118476803106739e-6,0.007886102360190087
5.0,7.62939453125e-6,0.008185406860167353
5.0,8.17698259381328e-6,0.00868659882708461
5.0,8.763872947670246e-6,0.008957152934906466
5.0,9.392886454352699e-6,0.009536348800200675
5.0,1.0067046438391822e-5,0.00989049599825544
5.0,1.0789593218788873e-5,0.010697090089277748
5.0,1.156399968345947e-5,0.01122053293394969
5.0,1.2393987981509936e-5,0.011834342705388343
5.0,1.328354741357612e-5,0.012346493109097304
5.0,1.4236953606213478e-5,0.013066436100849219
5.0,1.52587890625e-5,0.013825548427859605
5.0,1.635396518762654e-5,0.014400159684129981
5.0,1.752774589534049e-5,0.01506160960624938
5.0,1.8785772908705398e-5,0.01605446368982483
5.0,2.013409287678367e-5,0.01692422345451884
5.0,2.1579186437577746e-5,0.017619286689825965
5.0,2.312799936691891e-5,0.018480704819087364
5.0,2.478797596301987e-5,0.019635010614488475
5.0,2.656709482715224e-5,0.020447809182609782
5.0,2.847390721242699e-5,0.021555169694240074
5.0,3.0517578125e-5,0.02273283230295032
5.0,3.270793037525308e-5,0.02410176609837083
5.0,3.505549179068098e-5,0.02510149798451874
5.0,3.7571545817410796e-5,0.026665785762889655
5.0,4.026818575356734e-5,0.02779968438037316
5.0,4.315837287515549e-5,0.0291194186833226
5.0,4.625599873383782e-5,0.031002920450142347
5.0,4.957595192603974e-5,0.032338897269402464
5.0,5.313418965430448e-5,0.03390754379876029
5.0,5.694781442485398e-5,0.03570343712773856
5.0,6.103515625e-5,0.03770130720343773
5.0,6.541586075050616e-5,0.039684890567061475
5.0,7.011098358136196e-5,0.041949523911145474
5.0,7.514309163482159e-5,0.04413239499389124
5.0,8.053637150713468e-5,0.04654234984439768
5.0,8.631674575031098e-5,0.048883319168127035
5.0,9.251199746767564e-5,0.051344714293155444
5.0,9.915190385207948e-5,0.0542113264914338
5.0,0.00010626837930860896,0.05730179791720799
5.0,0.00011389562884970796,0.0608084409911964
5.0,0.0001220703125,0.06434178659141868
5.0,0.00013083172150101232,0.06762775149656085
5.0,0.00014022196716272393,0.07136890889990218
5.0,0.00015028618326964319,0.0759332435972408
5.0,0.00016107274301426937,0.0797393116194954
5.0,0.00017263349150062197,0.08402797575018647
5.0,0.0001850239949353513,0.08902741721808041
5.0,0.00019830380770415897,0.09445219843886524
5.0,0.0002125367586172179,0.10039009198249882
5.0,0.00022779125769941593,0.10711487334583827
5.0,0.000244140625,0.1140659906033437
5.0,0.00026166344300202464,0.12112474554972785
5.0,0.00028044393432544786,0.12890031153469955
5.0,0.00030057236653928637,0.13691293449468944
5.0,0.00032214548602853873,0.14499705598424453
5.0,0.00034526698300124393,0.15469889006281098
5.0,0.0003700479898707026,0.16442325042080475
5.0,0.00039660761540831794,0.1747439883606632
5.0,0.0004250735172344358,0.186523981749877
5.0,0.00045558251539883185,0.20143648430965838
5.0,0.00048828125,0.21771916580054346
5.0,0.0005233268860040493,0.23548063930346852
5.0,0.0005608878686508957,0.2588867951579874
5.0,0.0006011447330785727,0.280189390041373
5.0,0.0006442909720570775,0.300852700598051
5.0,0.0006905339660024879,0.32928004211096773
5.0,0.0007400959797414052,0.3949423756408579
5.0,0.0007932152308166359,0.41896871982633
5.0,0.0008501470344688716,0.4190609252705563
5.0,0.0009111650307976637,0.41908452389594975
5.0,0.0009765625,0.4211357876211753
5.0,0.0010466537720080985,0.5507964883012312
5.0,0.0011217757373017914,0.5507985053879438
5.0,0.0012022894661571455,0.5508006779146734
5.0,0.001288581944114155,0.5508030087539713
5.0,0.0013810679320049757,0.5508052400007761
5.0,0.0014801919594828103,0.5508012340643296
5.0,0.0015864304616332718,0.5508109416249025
5.0,0.0017002940689377433,0.5508203232193218
5.0,0.0018223300615953274,0.5508281598391592
5.0,0.001953125,0.55082740547059
5.0,0.002093307544016197,0.5508865233074225
5.0,0.002243551474603583,0.6838386738680271
5.0,0.002404578932314291,0.6838386738680271
5.0,0.00257716388822831,0.6838386738680271
5.0,0.0027621358640099515,0.6838386738680271
5.0,0.0029603839189656206,0.6838386738680271
5.0,0.0031728609232665435,0.6838386738680271
5.0,0.0034005881378754866,0.6838386738680271
5.0,0.003644660123190655,0.6838386738680271
5.0,0.00390625,0.6838386738680271
5.0,0.004186615088032394,0.6838386738680271
5.0,0.004487102949207168,0.6838386738680271
5.0,0.0048091578646285785,0.6838386738680271
5.0,0.00515432777645662,0.6838386738680271
5.0,0.005524271728019903,0.6838386738680271
5.0,0.005920767837931241,0.6838386738680271
5.0,0.0063457218465330905,0.6838386738680271
5.0,0.006801176275750969,0.6838386738680271
5.0,0.00728932024638131,0.6838386738680271
5.0,0.0078125,0.6838386738680271
5.0,0.008373230176064788,0.6838386738680271
5.0,0.008974205898414337,0.6838386738680271
5.0,0.009618315729257157,0.6838386738680271
5.0,0.01030865555291324,0.6838386738680271
5.0,0.011048543456039806,0.7969093393597662
5.0,0.011841535675862483,0.7969093393597662
5.0,0.012691443693066181,0.7969093393597662
5.0,0.013602352551501938,0.7969093393597662
5.0,0.01457864049276262,0.7969093393597662
5.0,0.015625,0.7969093393597662
5.0,0.016746460352129577,0.7969093393597662
5.0,0.017948411796828673,0.7969093393597662
5.0,0.019236631458514314,0.7969093393597662
5.0,0.02061731110582648,0.7969093393597662
5.0,0.02209708691207961,0.7969093393597662
5.0,0.023683071351724965,0.7969093393597662
5.0,0.025382887386132362,0.7969093393597662
5.0,0.027204705103003875,0.7969093393597662
5.0,0.02915728098552524,0.7969093393597662
5.0,0.03125,0.7969093393597662
5.0,0.03349292070425915,0.7969093393597662
5.0,0.03589682359365735,0.7969093393597662
5.0,0.03847326291702863,0.7969093393597662
5.0,0.04123462221165296,0.7969093393597662
5.0,0.04419417382415922,0.7969093393597662
5.0,0.04736614270344993,0.7969093393597662
5.0,0.050765774772264724,0.7969093393597662
5.0,0.05440941020600775,0.7969093393597662
5.0,0.05831456197105048,0.7969093393597662
5.0,0.0625,0.7969093393597662
5.0,0.06698584140851832,0.7969093393597662
5.0,0.0717936471873147,0.7969093393597662
5.0,0.07694652583405726,0.7969093393597662
5.0,0.08246924442330589,0.7969093393597662
5.0,0.08838834764831845,0.7969093393597662
5.0,0.09473228540689989,0.7969093393597662
5.0,0.10153154954452945,0.7969093393597662
5.0,0.1088188204120155,0.7969093393597662
5.0,0.11662912394210093,0.7969093393597662
5.0,0.125,0.7969093393597662
5.0,0.13397168281703664,0.7969093393597662
5.0,0.1435872943746294,0.7969093393597662
5.0,0.1538930516681145,0.7969093393597662
5.0,0.16493848884661177,0.7969093393597662
5.0,0.1767766952966369,0.7969093393597662
5.0,0.18946457081379978,0.7969093393597662
5.0,0.2030630990890589,0.7969093393597662
5.0,0.217637640824031,0.7969093393597662
5.0,0.23325824788420185,0.7969093393597662
5.0,0.25,0.7969093393597662
