beta,alpha,tvd
0.5,1.2583808047989777e-6,3.078124714621638e-5
0.5,1.3486991523486091e-6,3.084474539656861e-5
0.5,1.4454999604324336e-6,3.246074637223116e-5
0.5,1.549248497688742e-6,4.086119951470218e-5
0.5,1.660443426697015e-6,4.2590745183200204e-5
0.5,1.7796192007766848e-6,4.3904791519764653e-5
0.5,1.9073486328125e-6,5.473278333485536e-5
0.5,2.04424564845332e-6,5.6256576816621565e-5
0.5,2.1909682369175614e-6,5.6786002019929005e-5
0.5,2.3482216135881748e-6,7.072868521674092e-5
0.5,2.5167616095979554e-6,7.310687014744615e-5
0.5,2.6973983046972182e-6,8.116500712435169e-5
0.5,2.8909999208648673e-6,9.00736552420919e-5
0.5,3.098496995377484e-6,9.452231425947834e-5
0.5,3.32088685339403e-6,0.00011148392044386512
0.5,3.5592384015533696e-6,0.00011230849838233647
0.5,3.814697265625e-6,0.00013355763216464991
0.5,4.08849129690664e-6,0.00013696950370813317
0.5,4.381936473835123e-6,0.00016069033544593297
0.5,4.6964432271763496e-6,0.00017771397477357124
0.5,5.033523219195911e-6,0.00019363082791348536
0.5,5.3947966093944364e-6,0.000211136296353053
0.5,5.781999841729735e-6,0.00022592013572236662
0.5,6.196993990754968e-6,0.00024779137524660096
0.5,6.64177370678806e-6,0.00028470958514624587
0.5,7.118476803106739e-6,0.0003056274105193166
0.5,7.62939453125e-6,0.0003317688589215221
0.5,8.17698259381328e-6,0.0003772955702451338
0.5,8.763872947670246e-6,0.00040523720533390886
0.5,9.392886454352699e-6,0.000456205834420487
0.5,1.0067046438391822e-5,0.0004892486281744893
0.5,1.0789593218788873e-5,0.000546965631425732
0.5,1.156399968345947e-5,0.0006092691203358116
0.5,1.2393987981509936e-5,0.0006767544037324033
0.5,1.328354741357612e-5,0.0007497814996694305
0.5,1.4236953606213478e-5,0.0008104089282672559
0.5,1.52587890625e-5,0.0008444246765986745
0.5,1.635396518762654e-5,0.0009380650396076514
0.5,1.752774589534049e-5,0.0010502380674229901
0.5,1.8785772908705398e-5,0.0011437115875190338
0.5,2.013409287678367e-5,0.001248385798176408
0.5,2.1579186437577746e-5,0.0014019364629491134
0.5,2.312799936691891e-5,0.0015171103257782476
0.5,2.478797596301987e-5,0.001693416582699253
0.5,2.656709482715224e-5,0.00181853114303947
0.5,2.847390721242699e-5,0.0019648246031270583
0.5,3.0517578125e-5,0.0022303738910631225
0.5,3.270793037525308e-5,0.002392886749339675
0.5,3.505549179068098e-5,0.002691721398770509
0.5,3.7571545817410796e-5,0.002929465107027
0.5,4.026818575356734e-5,0.003271429709618201
0.5,4.315837287515549e-5,0.0034601617359900404
0.5,4.625599873383782e-5,0.003841537108279984
0.5,4.957595192603974e-5,0.004253792858612188
0.5,5.313418965430448e-5,0.004665196496941864
0.5,5.694781442485398e-5,0.0050700264905751795
0.5,6.103515625e-5,0.005618479113859865
0.5,6.541586075050616e-5,0.005997583688128059
0.5,7.011098358136196e-5,0.006128660939063798
0.5,7.514309163482159e-5,0.006163911913060512
0.5,8.053637150713468e-5,0.006263436979593773
0.5,8.631674575031098e-5,0.006319522549548708
0.5,9.251199746767564e-5,0.0063800288699518756
0.5,9.915190385207948e-5,0.00651740773252347
0.5,0.00010626837930860896,0.006612901724239296
0.5,0.00011389562884970796,0.006965996346133697
0.5,0.0001220703125,0.0075255812366637875
0.5,0.00013083172150101232,0.008185712844202213
0.5,0.00014022196716272393,0.008896451158135761
0.5,0.00015028618326964319,0.009661525072771966
0.5,0.00016107274301426937,0.010619575394264771
0.5,0.00017263349150062197,0.012166150966640976
0.5,0.0001850239949353513,0.014053094402951294
0.5,0.00019830380770415897,0.016088735312652685
0.5,0.0002125367586172179,0.018208884386603817
0.5,0.00022779125769941593,0.021160143557328637
0.5,0.000244140625,0.023823683600042382
0.5,0.00026166344300202464,0.027459883906617386
0.5,0.00028044393432544786,0.02793770528933197
0.5,0.00030057236653928637,0.02793770528933197
0.5,0.00032214548602853873,0.02793770528933197
0.5,0.00034526698300124393,0.02793770528933197
0.5,0.0003700479898707026,0.02793770528933197
0.5,0.00039660761540831794,0.02793770528933197
0.5,0.0004250735172344358,0.02793770528933197
0.5,0.00045558251539883185,0.02793770528933197
0.5,0.00048828125,0.02793770528933197
0.5,0.0005233268860040493,0.02793770528933197
0.5,0.0005608878686508957,0.02793770528933197
0.5,0.0006011447330785727,0.02793770528933197
0.5,0.0006442909720570775,0.02793770528933197
0.5,0.0006905339660024879,0.02793770528933197
0.5,0.0007400959797414052,0.02793770528933197
0.5,0.0007932152308166359,0.02793770528933197
0.5,0.0008501470344688716,0.02793770528933197
0.5,0.0009111650307976637,0.02793770528933197
0.5,0.0009765625,0.02793770528933197
0.5,0.0010466537720080985,0.02793770528933197
0.5,0.0011217757373017914,0.02793770528933197
0.5,0.0012022894661571455,0.02793770528933197
0.5,0.001288581944114155,0.02793770528933197
0.5,0.0013810679320049757,0.02793770528933197
0.5,0.0014801919594828103,0.02793770528933197
0.5,0.0015864304616332718,0.02793770528933197
0.5,0.0017002940689377433,0.02793770528933197
0.5,0.0018223300615953274,0.02793770528933197
0.5,0.001953125,0.02793770528933197
0.5,0.002093307544016197,0.14227194036479948
0.5,0.002243551474603583,0.14227194036479948
0.5,0.002404578932314291,0.14227194036479948
0.5,0.00257716388822831,0.14227194036479948
0.5,0.0027621358640099515,0.14227194036479948
0.5,0.0029603839189656206,0.14227194036479948
0.5,0.0031728609232665435,0.14227194036479948
0.5,0.0034005881378754866,0.14227194036479948
0.5,0.003644660123190655,0.14227194036479948
0.5,0.00390625,0.14227194036479948
0.5,0.004186615088032394,0.14227194036479948
0.5,0.004487102949207168,0.14227194036479948
0.5,0.0048091578646285785,0.14227194036479948
0.5,0.00515432777645662,0.14227194036479948
0.5,0.005524271728019903,0.14227194036479948
0.5,0.005920767837931241,0.14227194036479948
0.5,0.0063457218465330905,0.14227194036479948
0.5,0.006801176275750969,0.14227194036479948
0.5,0.00728932024638131,0.14227194036479948
0.5,0.0078125,0.14227194036479948
0.5,0.008373230176064788,0.14227194036479948
0.5,0.008974205898414337,0.14227194036479948
0.5,0.009618315729257157,0.14227194036479948
0.5,0.01030865555291324,0.14227194036479948
0.5,0.011048543456039806,0.14227194036479948
0.5,0.011841535675862483,0.14227194036479948
0.5,0.012691443693066181,0.14227194036479948
0.5,0.013602352551501938,0.14227194036479948
0.5,0.01457864049276262,0.14227194036479948
0.5,0.015625,0.14227194036479948
0.5,0.016746460352129577,0.14227194036479948
0.5,0.017948411796828673,0.14227194036479948
0.5,0.019236631458514314,0.14227194036479948
0.5,0.02061731110582648,0.14227194036479948
0.5,0.02209708691207961,0.14227194036479948
0.5,0.023683071351724965,0.14227194036479948
0.5,0.025382887386132362,0.14227194036479948
0.5,0.027204705103003875,0.14227194036479948
0.5,0.02915728098552524,0.14227194036479948
0.5,0.03125,0.14227194036479948
0.5,0.03349292070425915,0.14227194036479948
0.5,0.03589682359365735,0.14227194036479948
0.5,0.03847326291702863,0.14227194036479948
0.5,0.04123462221165296,0.14227194036479948
0.5,0.04419417382415922,0.14227194036479948
0.5,0.04736614270344993,0.14227194036479948
0.5,0.050765774772264724,0.14227194036479948
0.5,0.05440941020600775,0.14227194036479948
0.5,0.05831456197105048,0.14227194036479948
0.5,0.0625,0.14227194036479948
0.5,0.06698584140851832,0.14227194036479948
0.5,0.0717936471873147,0.14227194036479948
0.5,0.07694652583405726,0.14227194036479948
0.5,0.08246924442330589,0.14227194036479948
0.5,0.08838834764831845,0.14227194036479948
0.5,0.09473228540689989,0.14227194036479948
0.5,0.10153154954452945,0.14227194036479948
0.5,0.1088188204120155,0.14227194036479948
0.5,0.11662912394210093,0.14227194036479948
0.5,0.125,0.14227194036479948
0.5,0.13397168281703664,0.14227194036479948
0.5,0.1435872943746294,0.14227194036479948
0.5,0.1538930516681145,0.14227194036479948
0.5,0.16493848884661177,0.14227194036479948
0.5,0.1767766952966369,0.14227194036479948
0.5,0.18946457081379978,0.14227194036479948
0.5,0.2030630990890589,0.14227194036479948
0.5,0.217637640824031,0.14227194036479948
0.5,0.23325824788420185,0.14227194036479948
0.5,0.25,0.14227194036479948
5.0,2.3283064365386963e-10,5.764865898633558e-12
5.0,2.495417051334619e-10,5.764865898633558e-12
5.0,2.6745217735810076e-10,1.846155786495682e-11
5.0,2.8664814618996274e-10,1.846155786495682e-11
5.0,3.072218761716254e-10,1.846155786495682e-11
5.0,3.2927225399135965e-10,1.846155786495682e-11
5.0,3.529052637774496e-10,1.846155786495682e-11
5.0,3.782344965060405e-10,1.846155786495682e-11
5.0,4.053816959709509e-10,1.846155786495682e-11
5.0,4.344773439396203e-10,2.7386209151849957e-11
5.0,4.656612873077393e-10,1.6550413534297997e-11
5.0,4.990834102669238e-10,1.6550413534297997e-11
5.0,5.349043547162015e-10,1.9207349019308714e-11
5.0,5.732962923799255e-10,1.9207349019308714e-11
5.0,6.144437523432508e-10,1.9207349019308714e-11
5.0,6.585445079827193e-10,1.9207349019308714e-11
5.0,7.058105275548992e-10,1.9207349019308714e-11
5.0,7.56468993012081e-10,1.9207349019308714e-11
5.0,8.107633919419018e-10,1.9207349019308714e-11
5.0,8.689546878792406e-10,1.9207349019308714e-11
5.0,9.313225746154785e-10,1.9207349019308714e-11
5.0,9.981668205338477e-10,1.9207349019308714e-11
5.0,1.069808709432403e-9,1.9207349019308714e-11
5.0,1.146592584759851e-9,1.9207349019308714e-11
5.0,1.2288875046865017e-9,1.9207349019308714e-11
5.0,1.3170890159654386e-9,1.9207349019308714e-11
5.0,1.4116210551097985e-9,1.9207349019308714e-11
5.0,1.512937986024162e-9,1.9207349019308714e-11
5.0,1.6215267838838037e-9,1.9207349019308714e-11
5.0,1.7379093757584813e-9,1.9207349019308714e-11
5.0,1.862645149230957e-9,1.9207349019308714e-11
5.0,1.9963336410676953e-9,1.9225788162743332e-11
5.0,2.139617418864806e-9,1.9225788162743332e-11
5.0,2.293185169519702e-9,1.9225788162743332e-11
5.0,2.4577750093730034e-9,1.9225788162743332e-11
5.0,2.634178031930877e-9,1.9225788162743332e-11
5.0,2.823242110219597e-9,1.9225788162743332e-11
5.0,3.025875972048324e-9,1.9225788162743332e-11
5.0,3.2430535677676073e-9,1.9225788162743332e-11
5.0,3.4758187515169625e-9,1.9225788162743332e-11
5.0,3.725290298461914e-9,1.9225788162743332e-11
5.0,3.992667282135391e-9,1.9225788162743332e-11
5.0,4.279234837729612e-9,4.640337797157555e-10
5.0,4.586370339039404e-9,4.640337797157555e-10
5.0,4.915550018746007e-9,4.640337797157555e-10
5.0,5.268356063861754e-9,4.640337797157555e-10
5.0,5.646484220439194e-9,4.640337797157555e-10
5.0,6.051751944096648e-9,4.640337797157555e-10
5.0,6.486107135535215e-9,3.572929969187954e-10
5.0,6.951637503033925e-9,3.572929969187954e-10
5.0,7.450580596923828e-9,3.8472094602761507e-10
5.0,7.985334564270781e-9,2.841959128433428e-10
5.0,8.558469675459224e-9,3.511533013324846e-9
5.0,9.172740678078808e-9,3.7580969594717176e-9
5.0,9.831100037492013e-9,3.851157026324235e-9
5.0,1.0536712127723509e-8,3.851157026324235e-9
5.0,1.1292968440878388e-8,3.851157026324235e-9
5.0,1.2103503888193296e-8,3.983096556358979e-9
5.0,1.297221427107043e-8,6.105603834112496e-9
5.0,1.390327500606785e-8,6.105603834112496e-9
5.0,1.4901161193847656e-8,6.105603834112496e-9
5.0,1.5970669128541563e-8,5.754528616434604e-9
5.0,1.711693935091845e-8,5.74182472479677e-9
5.0,1.8345481356157615e-8,5.791367596296712e-9
5.0,1.9662200074984027e-8,5.541883466149821e-9
5.0,2.1073424255447017e-8,7.3443917231392546e-9
5.0,2.2585936881756776e-8,7.3443917231392546e-9
5.0,2.4207007776386593e-8,7.3443917231392546e-9
5.0,2.594442854214086e-8,7.525956466450565e-9
5.0,2.78065500121357e-8,7.525956466450565e-9
5.0,2.9802322387695312e-8,7.737152776344482e-9
5.0,3.1941338257083125e-8,8.16730899001487e-9
5.0,3.42338787018369e-8,8.16730899001487e-9
5.0,3.669096271231523e-8,8.16730899001487e-9
5.0,3.9324400149968054e-8,8.16730899001487e-9
5.0,4.2146848510894035e-8,8.16730899001487e-9
5.0,4.517187376351355e-8,9.760890753137507e-9
5.0,4.8414015552773186e-8,9.2438784925299e-9
5.0,5.188885708428172e-8,9.2438784925299e-9
5.0,5.56131000242714e-8,9.2438784925299e-9
5.0,5.960464477539063e-8,7.883641518996662e-9
5.0,6.388267651416625e-8,7.883641518996662e-9
5.0,6.84677574036738e-8,6.250196800471349e-9
5.0,7.338192542463046e-8,3.874610596992972e-9
5.0,7.864880029993611e-8,3.661118544663533e-9
5.0,8.429369702178807e-8,3.661118544663533e-9
5.0,9.03437475270271e-8,3.661118544663533e-9
5.0,9.682803110554637e-8,3.661118544663533e-9
5.0,1.0377771416856343e-7,3.624579086434732e-9
5.0,1.112262000485428e-7,7.230643301545465e-9
5.0,1.1920928955078125e-7,8.73375388586068e-9
5.0,1.277653530283325e-7,8.21156744206398e-9
5.0,1.369355148073476e-7,7.987378348455688e-9
5.0,1.4676385084926092e-7,6.685557256053261e-9
5.0,1.5729760059987222e-7,4.51561938740041e-9
5.0,1.6858739404357614e-7,4.51561938740041e-9
5.0,1.806874950540542e-7,4.1264279367125015e-9
5.0,1.9365606221109274e-7,4.128910916410798e-9
5.0,2.0755542833712687e-7,2.8656061678553614e-7
5.0,2.224524000970856e-7,2.8656061678553614e-7
5.0,2.384185791015625e-7,2.8656061678553614e-7
5.0,2.55530706056665e-7,2.8512378519635073e-7
5.0,2.738710296146952e-7,2.840837490178213e-7
5.0,2.9352770169852185e-7,2.8230843564322955e-7
5.0,3.1459520119974443e-7,2.880933038221724e-7
5.0,3.371747880871523e-7,2.77052589118724e-7
5.0,3.613749901081084e-7,2.734891846020644e-7
5.0,3.873121244221855e-7,3.105515116607088e-7
5.0,4.1511085667425373e-7,6.854615275629422e-7
5.0,4.449048001941712e-7,7.916582706261538e-7
5.0,4.76837158203125e-7,8.223299924023688e-7
5.0,5.1106141211333e-7,8.374022954276646e-7
5.0,5.477420592293904e-7,8.361697848845862e-7
5.0,5.870554033970437e-7,8.437807639594495e-7
5.0,6.291904023994889e-7,8.558158327585467e-7
5.0,6.743495761743046e-7,8.493760225459518e-7
5.0,7.227499802162168e-7,8.49897058396794e-7
5.0,7.74624248844371e-7,8.578422627350602e-7
5.0,8.302217133485075e-7,1.002280643190377e-6
5.0,8.898096003883424e-7,1.9042023446256826e-6
5.0,9.5367431640625e-7,1.9061819545422921e-6
5.0,1.02212282422666e-6,1.9367986045718254e-6
5.0,1.0954841184587807e-6,1.8999206439774737e-6
5.0,1.1741108067940874e-6,1.94734808340026e-6
5.0,1.2583808047989777e-6,1.94734808340026e-6
5.0,1.3486991523486091e-6,1.9472053714925216e-6
5.0,1.4454999604324336e-6,1.958176201103374e-6
5.0,1.549248497688742e-6,2.0065338161745714e-6
5.0,1.660443426697015e-6,1.9312914796768536e-6
5.0,1.7796192007766848e-6,2.496051611083648e-6
5.0,1.9073486328125e-6,2.4958136231851316e-6
5.0,2.04424564845332e-6,3.585212342867377e-6
5.0,2.1909682369175614e-6,3.584979007523011e-6
5.0,2.3482216135881748e-6,3.528840546915464e-6
5.0,2.5167616095979554e-6,3.4890586499100924e-6
5.0,2.6973983046972182e-6,5.318223882089622e-6
5.0,2.8909999208648673e-6,5.7146291012083675e-6
5.0,3.098496995377484e-6,5.776600752632003e-6
5.0,3.32088685339403e-6,5.742997799780667e-6
5.0,3.5592384015533696e-6,5.7627270029295986e-6
5.0,3.814697265625e-6,5.76902575121945e-6
5.0,4.08849129690664e-6,6.265814482855762e-6
5.0,4.381936473835123e-6,8.592144804277185e-6
5.0,4.6964432271763496e-6,8.58941770076371e-6
5.0,5.033523219195911e-6,8.532152762229633e-6
5.0,5.3947966093944364e-6,9.822853469298191e-6
5.0,5.781999841729735e-6,9.70752151176721e-6
5.0,6.196993990754968e-6,9.689924239891338e-6
5.0,6.64177370678806e-6,9.86183189813859e-6
5.0,7.118476803106739e-6,9.969957775556177e-6
5.0,7.62939453125e-6,1.2285535170538332e-5
5.0,8.17698259381328e-6,1.4971715729247914e-5
5.0,8.763872947670246e-6,1.9591799391694755e-5
5.0,9.392886454352699e-6,2.6830355316163304e-5
5.0,1.0067046438391822e-5,4.3624791844137116e-5
5.0,1.0789593218788873e-5,4.3615997448722476e-5
5.0,1.156399968345947e-5,4.940070514331263e-5
5.0,1.2393987981509936e-5,4.971978195083905e-5
5.0,1.328354741357612e-5,4.9761767970609875e-5
5.0,1.4236953606213478e-5,4.957457556670909e-5
5.0,1.52587890625e-5,4.977340217755671e-5
5.0,1.635396518762654e-5,5.29833843525002e-5
5.0,1.752774589534049e-5,5.793882353695879e-5
5.0,1.8785772908705398e-5,6.516653782309288e-5
5.0,2.013409287678367e-5,0.00012198119684850756
5.0,2.1579186437577746e-5,0.0001261769121516788
5.0,2.312799936691891e-5,0.00012653815781149915
5.0,2.478797596301987e-5,0.00013320307988898383
5.0,2.656709482715224e-5,0.00013716664123284274
5.0,2.847390721242699e-5,0.0001365119246384722
5.0,3.0517578125e-5,0.00013627826542660597
5.0,3.270793037525308e-5,0.00013703059692552665
5.0,3.505549179068098e-5,0.00013958744317198933
5.0,3.7571545817410796e-5,0.00015363352976305295
5.0,4.026818575356734e-5,0.00023470119737020495
5.0,4.315837287515549e-5,0.00023407315924772734
5.0,4.625599873383782e-5,0.0002581755357247134
5.0,4.957595192603974e-5,0.00026104084362992995
5.0,5.313418965430448e-5,0.0002610065083555176
5.0,5.694781442485398e-5,0.00026317105910462953
5.0,6.103515625e-5,0.00031257425690190354
5.0,6.541586075050616e-5,0.0003308705211610571
5.0,7.011098358136196e-5,0.00035186471757971686
5.0,7.514309163482159e-5,0.00036629502297415376
5.0,8.053637150713468e-5,0.0004825846936677327
5.0,8.631674575031098e-5,0.0004808838834716325
5.0,9.251199746767564e-5,0.0005221469343183224
5.0,9.915190385207948e-5,0.0006254230012869412
5.0,0.00010626837930860896,0.0006406809440288072
5.0,0.00011389562884970796,0.0006728836252439905
5.0,0.0001220703125,0.000746200192364123
5.0,0.00013083172150101232,0.0007764565331456171
5.0,0.00014022196716272393,0.00080726016534768
5.0,0.00015028618326964319,0.0008136777100371264
5.0,0.00016107274301426937,0.0008371241895416417
5.0,0.00017263349150062197,0.001017920154230302
5.0,0.0001850239949353513,0.0012590632803157775
5.0,0.00019830380770415897,0.0012874322370972557
5.0,0.0002125367586172179,0.0014357404929804043
5.0,0.00022779125769941593,0.001459224779998404
5.0,0.000244140625,0.0014918562704995422
5.0,0.00026166344300202464,0.001535893184676727
5.0,0.00028044393432544786,0.0017664545574049765
5.0,0.00030057236653928637,0.0018813345151453124
5.0,0.00032214548602853873,0.0020655810548630394
5.0,0.00034526698300124393,0.002354939833999619
5.0,0.0003700479898707026,0.002395994279060622
5.0,0.00039660761540831794,0.00250175620960955
5.0,0.0004250735172344358,0.0028370862617105846
5.0,0.00045558251539883185,0.003439415582399749
5.0,0.00048828125,0.0038728301023857876
5.0,0.0005233268860040493,0.004065500071095272
5.0,0.0005608878686508957,0.004365045843624604
5.0,0.0006011447330785727,0.004631327222871848
5.0,0.0006442909720570775,0.004802597155029201
5.0,0.0006905339660024879,0.004979409230606428
5.0,0.0007400959797414052,0.005987190023211463
5.0,0.0007932152308166359,0.006128045472805323
5.0,0.0008501470344688716,0.0063257516204640795
5.0,0.0009111650307976637,0.008125468947388678
5.0,0.0009765625,0.008367779088090213
5.0,0.0010466537720080985,0.009055572701756604
5.0,0.0011217757373017914,0.009557849166090895
5.0,0.0012022894661571455,0.010374070923602078
5.0,0.001288581944114155,0.01147744925918136
5.0,0.0013810679320049757,0.013753596595835377
5.0,0.0014801919594828103,0.014464004806967934
5.0,0.0015864304616332718,0.015208253124375438
5.0,0.0017002940689377433,0.016522931110597317
5.0,0.0018223300615953274,0.01931472477812665
5.0,0.001953125,0.021653616529416206
5.0,0.002093307544016197,0.022727234273642597
5.0,0.002243551474603583,0.026041518521663472
5.0,0.002404578932314291,0.029786924212756548
5.0,0.00257716388822831,0.03261194890093336
5.0,0.0027621358640099515,0.03936258373494149
5.0,0.0029603839189656206,0.04356031930134737
5.0,0.0031728609232665435,0.05286975125544869
5.0,0.0034005881378754866,0.06125279979639626
5.0,0.003644660123190655,0.07432345181453619
5.0,0.00390625,0.09183456550694509
5.0,0.004186615088032394,0.11431634033283389
5.0,0.004487102949207168,0.14557480537960302
5.0,0.0048091578646285785,0.18456947017129705
5.0,0.00515432777645662,0.23717937086393226
5.0,0.005524271728019903,0.30419968240843526
5.0,0.005920767837931241,0.3635298530574111
5.0,0.0063457218465330905,0.5669554990527679
5.0,0.006801176275750969,0.5669554990527679
5.0,0.00728932024638131,0.5669554990527679
5.0,0.0078125,0.5669554990527679
5.0,0.008373230176064788,0.5669554990527679
5.0,0.008974205898414337,0.5669554990527679
5.0,0.009618315729257157,0.5669554990527679
5.0,0.01030865555291324,0.5669554990527679
5.0,0.011048543456039806,0.5669554990527679
5.0,0.011841535675862483,0.5669554990527679
