epoch,qre,max_grad
1,0.5652928564945157,0.3234941483706224
2,0.36982301232473613,0.25944572786463915
3,0.2438518250788908,0.20884605894575364
4,0.16201165555866748,0.16880631235293148
5,0.10837834208850783,0.13698911617571125
6,0.07293631513414223,0.11157522597128267
7,0.049338149997937286,0.0911690751704014
8,0.033521430866179536,0.07473562937908695
9,0.022859410573107475,0.06143227427001374
10,0.015636959996421673,0.050602911329750144
11,0.010724163393807551,0.0417566664576044
12,0.0073707239189815255,0.03450870860962968
13,0.005074964643887014,0.028555065958048742
14,0.003499433346663139,0.023653974035763248
15,0.002415975078330135,0.019611891685133886
16,0.0016696540443312813,0.016273045733305347
17,0.0011548628772874991,0.01351143559781487
18,0.0007993891607345205,0.011224704876336644
19,0.0005537228199639088,0.009329396020457348
