epoch,qre,max_grad
1,21.304420513110617,1.2271891469991552
2,17.023917726189854,1.209768887340333
3,12.885786120074563,1.1462803001564716
4,9.221230963018645,0.9592059831597647
5,6.636288582356638,0.76074199722384
6,5.00967440208183,0.6425783484824719
7,3.902100024798335,0.5654892396147184
8,3.106250358446996,0.4833286653684086
9,2.5523650461604994,0.3963825125427408
10,2.1740572481263687,0.3311397108518885
11,1.9077331524950907,0.2837663771342645
12,1.7116575546877488,0.2513029054865584
13,1.5619358888180468,0.224033217861552
14,1.44536596742293,0.20101635496643866
15,1.351854539993381,0.18474794676343553
16,1.2755198343039655,0.16814981095225368
17,1.2126550879950262,0.15150332270112526
18,1.1599687575975235,0.1382849445195099
19,1.11479894859281,0.12726860712789934
20,1.0755045452079308,0.1171588699622283
21,1.0412559533397907,0.10863022443748926
22,1.0110147554102848,0.10081385966373596
23,0.984049953703364,0.09375906998707195
24,0.9599231976236258,0.08600524778014801
25,0.9381631494903075,0.08045692254423958
26,0.9183354807818471,0.07448080237373872
27,0.9002475723410974,0.06955835206165739
28,0.8836546198635595,0.06487530253826601
29,0.8683847955367909,0.06069728708311972
30,0.854247279264353,0.05603454076931036
31,0.8412218092965986,0.05246097481080925
32,0.8290891650989174,0.048923971088832285
33,0.817786615837159,0.04662097090627932
34,0.8072530068364046,0.045607139105822404
35,0.7973767329766197,0.044214398251699906
36,0.7880716240277579,0.042787315226336005
37,0.7792869878349347,0.04155198829600909
38,0.7709529401854063,0.04127643388801606
39,0.7630681552627543,0.04003515104605559
40,0.7555556394434966,0.03909733028114183
41,0.748395228769354,0.038578356054606265
42,0.7415845834529602,0.03755537388386324
43,0.7350473500722785,0.036599596865327266
44,0.7287614966658325,0.03614721327558537
45,0.7227134786835983,0.035543634867952485
46,0.716911429046089,0.03508396583359505
47,0.711327405642562,0.03407506562107161
48,0.7059461445792063,0.03357293482590093
49,0.7007592859123264,0.03309366933247292
50,0.6957466481537846,0.032736543278835156
51,0.6908733025036415,0.031881998300094264
52,0.6861563974762142,0.03130462643646181
53,0.6815773880261151,0.03127874245180564
54,0.6771282064976596,0.030565910039169763
55,0.6727903477880854,0.03010657969563446
56,0.6685550425632041,0.029714703109308436
57,0.6644167888265855,0.02977945805737683
58,0.6603717384066403,0.02930972777747306
59,0.656412327617014,0.028921929917864186
60,0.6525417976578485,0.028727235177670712
61,0.6487667636356669,0.02844211363957742
62,0.6450617906616856,0.028197331280138096
63,0.6414234817523408,0.028010296029978378
64,0.6378468349633497,0.027660023692331493
65,0.6343386267689102,0.02748803711627839
66,0.6308902465211119,0.027759524892971458
