epoch,qre,max_grad
1,0.22867422433574802,0.18276608638620578
2,0.16605984976908061,0.15780323850510786
3,0.11964426557660879,0.13539771500186276
4,0.08563012267177861,0.11555713559527708
5,0.06094431080999563,0.0981881420037179
6,0.04317325167471431,0.08311959470255875
7,0.03046614937834491,0.07014234928340402
8,0.021430738360466606,0.05903638685175322
9,0.01503574849940037,0.04958098276121509
10,0.010526785528085725,0.0415650361039035
11,0.007357550161342097,0.034798385816070976
12,0.005135671168194911,0.02910604629571073
13,0.003581208159377347,0.024321408675583023
14,0.002495516889799987,0.020307274009094156
15,0.0017382621000603393,0.01694474485771419
16,0.0012106579284445473,0.014131599911296644
17,0.0008433696001013402,0.01178050807262121
18,0.0005878488282489158,0.009817235337334695
