epoch,qre,max_grad
1,0.8157356626597743,0.14709611792964614
2,0.7604631820095573,0.11813947160986309
3,0.7248118333248073,0.09478076116652195
4,0.701926153117217,0.07600288716421573
5,0.6872686202907117,0.06094884800766495
6,0.6778834983330251,0.04889892138107253
7,0.6718666868787375,0.03928416478711219
8,0.6680000936037471,0.03161935365821919
9,0.6655073845986799,0.025469428760784396
10,0.6638944044170287,0.02052918849255822
11,0.6628464396610587,0.0165565128041818
12,0.6621626832655938,0.013358976704986758
13,0.6617146452437925,0.010798423344937219
14,0.6614198206610213,0.008742238739358615
